abbreviatedAddress,address/city,address/zipcode,bathrooms,bedrooms,daysOnZillow,lastSoldPrice,latitude,livingArea (sqft),longitude,lotSize,price,yearBuilt,zestimate
17450 SE Washington Ct,Portland,97233,2,3,202,325000,45.51760483,1008,-122.4833298,6969,325000,1974,350903
2013 NW 17th St,Gresham,97030,3,3,197,430000,45.5096283,2051,-122.4519577,5227,430000,2003,462188
1840 NE Juniper Ave,Gresham,97030,1,3,197,346000,45.50984955,924,-122.4222336,9147,346000,1967,371900
20715 SE Main Dr,Gresham,97030,1,3,197,330000,45.51496506,1194,-122.4506378,8276,330000,1973,354703
21688 SE Ankeny St,Gresham,97030,3,3,197,375000,45.52178574,1462,-122.4396667,6969,375000,2001,415378
336 NE 176th Ave,Portland,97230,2,4,194,415000,45.52490234,1624,-122.4818954,8712,415000,1961,445596
736 NE 197th Ave,Portland,97230,2,3,196,365000,45.52851486,1256,-122.4594955,7405,365000,1976,392187
21045 SE Yamhill St,Gresham,97030,2,4,194,345000,45.51643372,1131,-122.4465103,7405,345000,1972,370566
2246 NW 217th Ave,Gresham,97030,2,3,196,360000,45.51272202,1306,-122.4387054,7840,360000,1984,401063
2922 NE 27th Dr,Gresham,97030,2,3,193,345000,45.51584625,1104,-122.402832,7405,345000,1981,370304
2106 NE 25th Ct,Gresham,97030,2,3,194,415000,45.51415634,1527,-122.4114685,9147,415000,1992,445596
18870 NE Hoyt Ct,Portland,97230,2.5,3,193,315000,45.52705383,1776,-122.4689407,7338,315000,1976,338104
33 NE 193rd Ave,Portland,97230,2,4,193,410000,45.52269745,2008,-122.4645386,10890,410000,1971,440072
17708 SE Main St,Portland,97233,1,2,188,330000,45.51335907,910,-122.4807434,11325,330000,1954,352620
733 NE 194th Ave,Portland,97230,1,3,188,290000,45.52812195,990,-122.464119,9147,290000,1956,377163
21439 SE Salmon St,Gresham,97030,2,3,193,399000,45.51372147,1684,-122.4419861,8276,399000,1971,428265
1120 NE 179th Ave,Portland,97230,2,3,187,356000,45.53113556,1297,-122.4787445,7405,356000,1968,380266
18430 SE Yamhill St,Portland,97233,1,3,187,335000,45.51535416,1254,-122.4729843,6969,335000,1964,357835
21515 SE Alder St,Gresham,97030,2,3,186,365000,45.51798248,1504,-122.4415512,6969,365000,1967,389740
16731 NE Hassalo St,Portland,97230,2,3,186,400000,45.5309906,1838,-122.4904327,7840,400000,1952,427112
2392 NE Liberty Ave,Gresham,97030,2,3,186,339000,45.5138092,2194,-122.4182053,9147,339000,1977,457323
18906 NE Couch St,Portland,97230,2,3,186,345000,45.52291489,1084,-122.4687119,7405,345000,1955,368385
2889 NE Elliott Ave,Gresham,97030,2,3,186,425000,45.51773071,1706,-122.4251938,7840,425000,1979,453807
22015 SE Ash St,Gresham,97030,1,4,180,364900,45.52118301,1200,-122.4352341,7405,364900,1955,388797
21924 SE Oak St,Gresham,97030,3,3,179,388000,45.51973343,1628,-122.436348,5227,388000,2002,413262
210 SE 214th Ave,Gresham,97030,1,4,176,356000,45.52084732,1436,-122.4428711,7840,356000,1953,378771
17424 SE Main St,Portland,97233,1,2,175,258025,45.51345825,1622,-122.4835968,6969,258025,1929,274431
16817 SE Pine St,Portland,97233,1,3,176,355000,45.5207901,1020,-122.4897766,7840,355000,1984,377707
447 NW 25th St,Gresham,97030,2,3,169,390000,45.51473999,1523,-122.4360504,7405,390000,1989,413907
24147 SE Oak St,Gresham,97030,1,3,168,330000,45.51980972,1126,-122.4140167,8000,330000,1965,350103
16352 NE Eugene Ct,Portland,97230,3,4,166,525000,45.53886795,2462,-122.4941101,9147,525000,1991,553129
16630 NE Everett Ct,Portland,97230,2,4,168,360000,45.52450943,1180,-122.491539,9583,360000,1964,381931
21823 SE Ankeny St,Gresham,97030,2,,160,335000,45.52225113,1312,-122.4376373,6750,335000,1952,354367
2144 NE 38th Dr,Gresham,97030,2,3,161,370000,45.52308655,1357,-122.4107742,8276,370000,1979,391536
4 NE 197th Ave,Portland,97230,2,3,152,410000,45.52210999,1950,-122.4596329,9147,410000,1966,432416
1135 SE 209th Ave,Gresham,97030,2,3,151,350000,45.5150795,1184,-122.4488297,7405,350000,1973,368998
923 SE 226th Ave,Gresham,97030,2,3,152,316500,45.51591873,1072,-122.4308701,7840,316500,1964,333804
1828 NW Orchard Ave,Gresham,97030,2,3,151,417000,45.51003265,1700,-122.4486389,7840,417000,1984,439635
812 SE 214th Ave,Gresham,97030,2,3,146,370000,45.51690292,1184,-122.4423828,7405,370000,1968,301563
172 NE 27th St,Gresham,97030,3,3,145,425950,45.51595688,1678,-122.4283524,7840,425950,1990,448071
336 NE 199th Ave,Portland,97230,2,3,145,327500,45.52546692,1600,-122.4575958,8276,327500,1961,417621
18126 SE Pine St,Portland,97233,2,3,140,332000,45.52033615,1466,-122.4764557,10018,332000,1947,348593
1101 SE 210th Ave,Gresham,97030,1,3,139,343000,45.51562881,858,-122.447876,6969,343000,1972,360009
609 SE 175th Pl,Portland,97233,1,3,138,349900,45.51821136,960,-122.4830246,6969,349900,1962,367115
17722 NE Pacific St,Portland,97230,2,3,137,428100,45.52898788,2160,-122.4802856,7840,428100,1966,448995
18025 SE Stephens St,Portland,97233,2,4,137,349950,45.50943756,2132,-122.4774094,7405,349950,1957,386757
2428 NW Stanley Ave,Gresham,97030,2,3,131,360000,45.51412964,1074,-122.4350128,4356,360000,2003,376677
181 NE 182nd Pl,Portland,97230,1,3,125,500000,45.52349472,1104,-122.4752274,57063,500000,1955,523422
1235 SE 212th Ave,Gresham,97030,1,3,130,350000,45.51375961,1381,-122.4452057,7840,350000,1970,366060
642 NE 160th Ave,Portland,97230,2,3,125,261000,45.52784348,1180,-122.4982071,9583,261000,1977,273226
NE 218th Ave,Gresham,97030,4,3,124,540000,45.52264023,2290,-122.4380646,5227,540000,2017,565062
62 NE 218th Ave,Gresham,97030,3.5,,124,540000,45.5226593,2480,-122.4377365,5025,540000,2018,565062
17267 NE Clackamas St,Portland,97230,3,3,124,429900,45.53329849,2025,-122.4850311,5227,429900,2006,462694
17722 NE Davis St,Portland,97230,3,3,118,460000,45.52353287,2304,-122.4805222,7405,460000,1964,480155
420 NE 184th Pl,Portland,97230,2,3,118,334500,45.52593613,2197,-122.4731445,10454,334500,1955,349156
2988 SW Emerald Ave,Gresham,97080,2,4,176,445000,45.47566986,1984,-122.4615326,10890,445000,1994,473464
3844 SE Augusta Pl,Gresham,97080,3,3,176,605000,45.46971893,3367,-122.4307251,15681,605000,1994,643698
3306 SW Miller Pl,Gresham,97080,3,4,174,617000,45.47380829,3049,-122.4312363,10018,617000,2008,655996
4206 SE Bethesda Pl,Gresham,97080,3,3,168,600000,45.46655655,2495,-122.4321442,9147,600000,1997,636552
3972 SW Binford Ave,Gresham,97080,3,4,166,406900,45.4692688,2072,-122.4593582,5227,406900,2006,431379
2907 SE 30th St,Gresham,97080,2,3,165,391500,45.47590637,1443,-122.4033508,4791,391500,2002,414904
18805 SE Yamhill St,Portland,97233,1,2,117,288000,45.51571655,812,-122.469223,4791,288000,1954,300494
826 SE 180th Ave,Portland,97233,1,3,112,345000,45.51656342,912,-122.4773331,9147,345000,1956,359222
901 SE 213th Pl,Gresham,97030,1,3,111,267000,45.51626587,1092,-122.443924,7500,267000,1961,376252
4240 SW Mawrcrest Ave,Gresham,97080,3,5,69,581489,45.46738052,2892,-122.4564438,4791,581489,2019,595624
655 SE Juniper Ct E,Gresham,97080,2,4,60,385000,45.49277115,1390,-122.4229965,6950,385000,1953,393009
1933 NE 227th Ct,Fairview,97024,2,3,340,415000,45.5387001,2069,-122.4302216,10454,415000,1978,466199
3832 NE 205th Ave,Fairview,97024,2,3,337,395000,45.54850006,1611,-122.4511642,6098,395000,2001,443365
20880 NE Kyle Ct,Fairview,97024,3,4,333,405200,45.53423691,2034,-122.4479294,5662,405200,2002,454314
17807 SE Clay St,Portland,97233,1,3,207,307000,45.51166153,864,-122.4799576,10018,307000,1962,331125
1401 NW 19th St,Gresham,97030,3,4,208,442500,45.50963211,2096,-122.4458771,6969,442500,1986,477438
17030 SE Mckinley Rd,Gresham,97080,2,3,244,625000,45.47355652,1869,-122.4879913,100623,625000,1966,682445
4150 SW 30th Ct,Gresham,97080,3,4,333,505000,45.47561646,3092,-122.473999,7405,505000,1996,566211
3461 SW Brixton Ave,Gresham,97080,3,4,209,458000,45.47209549,2710,-122.4632339,5227,458000,2004,494333
7326 SE 252nd Ave,Gresham,97080,3,3,217,600000,45.46996307,3594,-122.4025574,81892,600000,1973,649394
4299 SE Augusta Loop,Gresham,97080,3,4,221,530000,45.46615219,2525,-122.4329834,8712,530000,1998,574426
2881 SW Willowbrook Ct,Gresham,97080,3,5,222,440000,45.47587585,2784,-122.4516907,10890,440000,1978,477047
4227 SW Rodlun Rd,Gresham,97080,2,4,235,445000,45.46750259,1942,-122.454834,5227,445000,2018,484516
2453 SW 43rd St,Gresham,97080,3,4,236,530000,45.46693039,2704,-122.4572449,5227,530000,2017,577247
126 SE Gabbert Rd,Gresham,97080,4,3,238,694900,45.47208405,4743,-122.4304886,16117,694900,2007,757328
2525 SW Pleasant View Dr,Gresham,97080,3,3,260,548000,45.47819138,4420,-122.4684219,,548000,1965,601399
2827 SW Tegart Ave,Gresham,97080,2,4,242,508000,45.4760704,2682,-122.4647598,10890,508000,1985,554339
3289 SW 33rd St,Gresham,97080,2,3,243,462000,45.47330475,1912,-122.4653091,6969,462000,1993,510052
2568 SW 42nd St,Gresham,97080,3,5,244,508500,45.46762085,2580,-122.4582443,4791,508500,2016,555237
2923 SW 40th St,Gresham,97080,3,4,249,532000,45.46983337,2846,-122.4607925,5662,532000,2014,581818
179 SE 46th Dr,Gresham,97080,4,4,252,625000,45.46524811,3971,-122.4326706,6098,625000,2007,684178
3606 SE Durango Pl,Gresham,97080,6,5,256,838900,45.47179794,6382,-122.4289017,43995,838900,2007,1024609
4456 SE Antelope Hills Pl,Gresham,97080,3,3,256,575000,45.46628189,2995,-122.4355316,9147,575000,2002,630242
2218 SW Willow Pkwy,Gresham,97080,2,4,257,540000,45.47392273,2550,-122.4557266,11761,540000,1994,592067
42 SE 46th Dr,Gresham,97080,3,3,258,483000,45.46495438,2192,-122.435318,6969,483000,2003,529736
7105 SE 267th Ave,Gresham,97080,2,2,263,500000,45.47215652,1544,-122.3893738,87120,500000,1941,549234
3379 SW Brixton Ave,Gresham,97080,3,4,264,420000,45.472435,2610,-122.4632416,4791,420000,2004,461500
8027 SE Hogan Rd,Gresham,97080,,,270,955000,45.46474838,,-122.4210205,155509,955000,,1051324
4668 SE Honors Dr,Gresham,97080,3,5,270,955000,45.46508789,3285,-122.4238663,155509,955000,1974,1048205
2730 SW Butler Rd,Gresham,97080,3,4,274,591000,45.47043228,2763,-122.4603729,29185,591000,1998,649598
4802 SE Antelope Hills Dr,Gresham,97080,3,4,274,444000,45.46360779,1816,-122.4367065,6098,444000,1999,488023
3839 SE Saint Andrews Pl,Gresham,97080,4,3,278,625000,45.46958542,4763,-122.4313202,16988,625000,1998,687942
68 SE 47th Cir,Gresham,97080,3,4,279,420000,45.46445084,1839,-122.4353485,6098,420000,2000,462460
3983 SW Eleven Mile Ave,Gresham,97080,2,3,284,438900,45.46919632,1750,-122.4580383,5227,438900,2009,483854
3847 SW Eleven Mile Ave,Gresham,97080,2,4,284,442400,45.46986008,1708,-122.4580231,4791,442400,2011,487712
4139 SW Binford Ave,Gresham,97080,3,5,287,517000,45.46821976,2979,-122.4600525,6098,517000,2015,570547
2101 SW Willow Pkwy,Gresham,97080,2,4,291,488000,45.47434998,2416,-122.4544373,9147,488000,1992,539565
2933 SW 32nd Ter,Gresham,97080,3,4,291,415000,45.47410202,2139,-122.4622803,5227,415000,2001,458851
3443 SW 24th Ter,Gresham,97080,3,5,333,443000,45.47939301,2368,-122.4670715,5227,443000,2008,496696
4195 SW Mawrcrest Ave,Gresham,97080,3,5,298,533000,45.46778488,2892,-122.4568329,4791,533000,2019,590296
4126 SW 26th Ct,Gresham,97080,3,4,340,450000,45.47771835,2176,-122.4736557,7840,450000,1995,505517
3180 SW 31st St,Gresham,97080,3,4,299,415000,45.47432327,2194,-122.4638672,6969,415000,1994,460050
2625 SE 187th Pl,Gresham,97030,2,3,340,338000,45.5033493,1496,-122.4696579,6969,338000,1961,379315
3189 SE Lovrien Ave,Gresham,97080,3,4,300,459000,45.47417068,2342,-122.3894348,6098,459000,2004,508983
3614 SE Atherton Ave,Gresham,97080,3,4,300,659900,45.47151566,2384,-122.4152527,9147,659900,2018,767063
2137 SE 180th Ave,Portland,97233,1,3,342,305500,45.50693893,1008,-122.4779663,6969,305500,1959,343378
3008 SW Chastain Ave,Gresham,97080,3,4,301,449999,45.47596741,2006,-122.4468002,24393,449999,1978,499154
127 SW 37th Ter,Gresham,97080,2,3,305,500000,45.47104263,1834,-122.4324112,16117,500000,1996,555297
4159 SW Brixton Ave,Gresham,97080,3,4,306,537500,45.46815491,3302,-122.4630432,4791,537500,2016,596818
3210 SW Emerald Ave,Gresham,97080,3,,306,368000,45.47386551,1883,-122.4615479,5038,368000,2006,408824
4081 SW Binford Ave,Gresham,97080,2,3,314,440000,45.4687233,1768,-122.4600372,5662,440000,2014,489820
527 SE 46th Dr,Gresham,97080,3,3,319,652300,45.46584702,4282,-122.4274902,10890,652300,2001,728553
3590 SW Victoria Pl,Gresham,97080,3,4,319,500000,45.47187042,1982,-122.4333038,12632,500000,1994,558450
2591 SW 42nd St,Gresham,97080,3,4,320,510000,45.46805573,2577,-122.4585724,5662,510000,2017,574406
286 SE 46th Dr,Gresham,97080,3,3,321,459900,45.46510696,1744,-122.430603,5227,459900,2002,513945
604 SE Gabbert Rd,Gresham,97080,4,4,322,699900,45.47367477,3661,-122.4277267,13939,699900,2008,782363
5177 SE 16th Dr,Gresham,97080,3,4,328,425000,45.48497009,2143,-122.3806686,5227,425000,2000,475859
235 SE Avondale Way,Gresham,97080,3,3,323,519000,45.46774673,2381,-122.431427,13939,519000,1996,580309
4905 SE Woodland Dr,Gresham,97080,2,4,328,410000,45.48794556,1851,-122.3835754,9147,410000,1993,459064
4271 SE Augusta Way,Gresham,97080,5,4,323,825000,45.46669388,5185,-122.4340286,21344,825000,1999,922457
650 SE 40th Ter,Gresham,97080,3,2,323,540000,45.46970749,2306,-122.4266205,6098,540000,1998,603790
1705 SE Dogwood Way,Gresham,97080,3,4,330,434900,45.4836731,2288,-122.3842163,6969,434900,1997,487212
4267 SW Tegart Ln,Gresham,97080,3,4,326,432900,45.46777344,1791,-122.4640656,3484,432900,2020,483727
4441 SE Antelope Hills Pl,Gresham,97080,3,3,326,485000,45.46674728,2128,-122.4355774,8712,485000,1999,542740
3639 SE Deer Creek Way,Gresham,97080,4,4,326,599000,45.47135162,3227,-122.4313583,15245,599000,2007,670312
5029 SE 31st St,Gresham,97080,2,3,333,355000,45.4751091,1180,-122.382576,10018,355000,1972,398029
2985 SW Angeline Ave,Gresham,97080,3,3,327,409000,45.47552872,2351,-122.4503937,8276,409000,1977,457818
5696 SE 16th Dr,Gresham,97080,3,4,334,405000,45.48471832,2180,-122.3761368,6534,405000,2000,454215
3221 SW Towle Ave,Gresham,97080,3,4,329,435000,45.47388458,2114,-122.4487228,10890,435000,1979,487190
3163 SE Acacia Ave,Gresham,97080,2,3,336,386000,45.47455215,1420,-122.3865128,5227,386000,2010,432649
3394 SE 30th St,Gresham,97080,3,4,340,399900,45.47584152,2168,-122.3974533,7840,399900,2006,449236
4243 SW Tegart Ln,Gresham,97080,3,4,340,435000,45.46788406,1871,-122.4640656,3484,435000,2020,488171
6259 SE 32nd Ter,Gresham,97080,3,5,342,415000,45.47431946,2702,-122.3699188,5662,415000,2000,466455
1627 SE Williams Ave,Gresham,97080,3,4,342,430000,45.48435593,2364,-122.3870087,9147,430000,1974,483315
2904-2906 SE 30th St,Gresham,97080,2,5,88,525000,45.47546005,2622,-122.4033585,5662,525000,2003,541623
1682 NE Barnes Ln,Gresham,97030,3,3,252,375000,45.50934219,1666,-122.3927994,5227,375000,2001,410506
1821 SW 32nd St,Gresham,97080,2.5,,97,602000,45.47430801,3045,-122.4513931,7930,602000,1993,623158
1312 SW 10th St,Troutdale,97060,2,4,28,383829,45.53450775,1398,-122.4003372,5663,383829,1996,386678
2994 SE 25th St LOT 4,Gresham,97080,3,4,260,442550,45.47923279,1876,-122.4023666,5227,442550,2020,429775
2994 SE 25th St,Gresham,97080,3,4,260,442550,45.47937393,1876,-122.402359,5408,442550,,485674
1200 SW Kendall Ct,Troutdale,97060,1.5,4,223,264000,45.53268814,2089,-122.3897476,9200,264000,1969,445532
2124 SE Evans Ave,Troutdale,97060,3,4,344,435000,45.52591705,1894,-122.3796844,8276,435000,1980,456112
2146 SW Townsend Ct,Troutdale,97060,2,3,335,336000,45.52622604,1192,-122.412117,8276,336000,1983,376933
656 SE Beaver Creek Ln,Troutdale,97060,3,4,344,425000,45.53617859,2452,-122.3836288,7405,425000,1997,477958
1884 SW Haskins Ct,Troutdale,97060,3,3,342,463000,45.5275116,2055,-122.3903656,8276,463000,1995,520407
2823 SE Lewellyn Ave,Troutdale,97060,2,3,335,355000,45.52099609,1400,-122.3758774,8280,355000,1978,398248
989 SW 24th St,Troutdale,97060,3,3,334,350000,45.52419281,1463,-122.397171,3920,350000,1998,392531
944 SW 18th Way,Troutdale,97060,3,4,335,379950,45.52754974,1947,-122.3968735,3049,379950,2005,426238
4278 SE Topaz Dr,Troutdale,97060,3,4,335,525000,45.51094055,3301,-122.3786774,7840,525000,2008,588959
1719 SE Lewellyn Ave,Troutdale,97060,3,3,334,430000,45.5287056,1810,-122.3750763,7840,430000,1990,482252
1672 SW Wright Pl,Troutdale,97060,3,3,333,342000,45.52865982,1780,-122.3978271,2178,342000,2006,383454
3768 SE 317th Ave,Troutdale,97060,3,4,333,750000,45.49571991,3463,-122.3354111,140698,750000,1990,840907
1504 SE Beaver Creek Ln,Troutdale,97060,2,4,333,398000,45.53089142,1684,-122.3819504,7840,398000,1980,419240
720 SW 12th St,Troutdale,97060,2,3,333,375000,45.53210449,1475,-122.3945313,5227,375000,1995,420453
31321 SE Division Dr,Troutdale,97060,2,4,333,490000,45.49835587,2128,-122.3402634,87120,490000,1970,660699
1135 SW Tyson Way,Troutdale,97060,2.5,4,328,287581,45.53876877,1804,-122.398735,4356,432595,2006,432595
432 SE Harlow Ave,Troutdale,97060,1,2,328,320000,45.53809738,1002,-122.3861237,4791,320000,1949,358294
2897 SW Mcginnis Ave,Troutdale,97060,2,4,326,361000,45.5213356,1480,-122.4024963,6969,361000,2005,404798
1283 Historical Columbia River Hwy,Troutdale,97060,3,3,291,565000,45.53511047,1734,-122.3717422,7405,565000,2006,624907
2980 NE Rasmussen Rd,Corbett,97019,1,2,259,283000,45.54105759,784,-122.2917862,9147,283000,1921,310576
2205 SW Mcginnis Ave,Troutdale,97060,3,4,214,425000,45.52564621,1898,-122.4033813,10454,425000,1979,459510
1216 SE Chapman Ave,Troutdale,97060,2,3,167,365000,45.5330658,1120,-122.3834381,6969,365000,1979,387097
18989 NE Marine Dr,Portland,97230,1,2,180,435000,45.55842209,1000,-122.4669266,141570,435000,1974,463488
18989 NE Marine Dr SLIP 47,Portland,97230,3,3,180,435000,45.55842209,1985,-122.4669266,2522,435000,2001,633809
18305 NE Marine Dr #B3,Portland,97230,1,2,258,189000,45.55901337,704,-122.4748535,,189000,1965,207288
19609 NE Marine Dr SLIP D4,Portland,97230,1,1,204,169900,45.55791855,868,-122.4593964,2996,169900,1965,183061
19609 NE Marine Dr SLIP E1,Portland,97230,2,3,335,216500,45.55793762,1150,-122.4607773,,216500,1945,242875
55 NW 11th St,Gresham,97030,2,4,329,400000,45.50513077,2923,-122.4321518,4791,400000,1911,447990
472 SE 4th St,Gresham,97080,2,3,334,171000,45.49453354,1250,-122.4261017,5000,171000,2005,191779
555 SW 6th St,Gresham,97080,3,4,333,370000,45.4942627,1754,-122.4376297,8276,370000,1974,424305
705 NW Overlook Ave,Gresham,97030,3,4,335,436000,45.50243378,2848,-122.4429855,17424,436000,1952,489116
840 NW Cascade Ct,Gresham,97030,2,2,340,345000,45.50297928,1697,-122.4539413,7840,345000,1968,435781
3590 NE 6th Ter,Gresham,97030,3,3,344,40000,45.50131989,1672,-122.3959732,8712,40000,1975,427792
510 NW Bella Vista Dr,Gresham,97030,2,4,344,379000,45.50094986,1816,-122.4503632,10454,379000,1965,426226
1418 SW 23rd Ct,Gresham,97080,2,3,328,353500,45.47948837,1595,-122.4467087,7405,353500,1983,395803
1151 SW Binford Lake Pkwy,Gresham,97080,3,4,330,470000,45.48039246,2300,-122.4445343,5227,470000,2008,526534
2308 SW Eleven Mile Dr,Gresham,97080,2,3,330,385000,45.47977829,1576,-122.4563904,8276,385000,1980,431309
701 SW Miller Ct,Gresham,97080,4,3,336,575000,45.49182129,3516,-122.4331055,13939,575000,1994,645228
890 NW Riverview Ave,Gresham,97030,7,8,351,482500,45.50366592,3246,-122.4516907,8712,482500,1973,543668
1403 SW 23rd Ct,Gresham,97080,3,5,341,462250,45.47996902,2876,-122.4466553,8712,462250,1982,519421
795 NW 4th St,Gresham,97030,1.5,,61,432500,45.50062561,1824,-122.4403076,7830,432500,1969,441665
3977 SE Salquist Rd,Gresham,97080,2,3,320,310000,45.48324585,1152,-122.3924408,3920,310000,2004,346334
2966 SE 25th St,Gresham,97080,3,3,323,461595,45.4793663,2061,-122.4025116,5407,461595,2020,515316
2966 SE 25th St LOT 3,Gresham,97080,3,3,323,461595,45.47922897,2061,-122.4025269,5227,461595,2019,441551
